/*
	Look at this file with the "SQF" language in Notepad++
*/

Bubendorf = DONE
Land_Barn_W_02 :: {2.20313,-2.98535,0.400408};
Land_Barn_W_02 :: {3.80469,-5.69336,-2.30995};
Land_sara_stodola :: {-4.81152,0.65332,-2.19522};
Land_sara_stodola :: {4.76758,3.12158,-2.17957};
Land_sara_stodola :: {4.76563,-1.40381,-2.19523};
Land_Barn_W_01 :: {-2.56641,6.15527,-0.326057};
Land_Barn_W_01 :: {5.14355,-17.4414,-2.63057};
Land_Barn_W_01 :: {-5.36914,-18.8115,-2.63033};
Land_stodola_old_open :: {3.16162,10.1318,-5.08055};
Land_stodola_old_open :: {-2.98145,-5.3623,-5.08055};
Land_stodola_old_open :: {-0.76416,-10.8281,2.96444};
Land_stodola_old_open :: {2.91113,10.3965,2.96444};
Land_stodola_old_open :: {3.89697,-10.6455,-5.08054};
Land_hut_old02 :: {-5.41504,1.66992,-2.90372};
Land_hut_old02 :: {1.8623,-7.96094,-2.76008};

["Supermarket"]
Land_A_GeneralStore_01 :: {-5.83545,1.75391,-1.20155};
Land_A_GeneralStore_01 :: {-1.10156,5.54443,0.17477};
Land_A_GeneralStore_01 :: {-8.96191,-3.49023,-1.20155};
Land_A_GeneralStore_01 :: {-4.19824,-6.72852,-1.20155};
Land_A_GeneralStore_01 :: {-7.1875,5.49609,0.17477};

["Trash"]
Land_kulna :: {0.0913086,0.571289,-1.07828};
Land_dum_zboreny :: {6.58618,5.1875,-2.37675};
Land_dum_zboreny :: {1.92261,5.18848,1.42555};
Land_dum_zboreny :: {-4.28271,-0.0478516,1.4094};
Land_dum_zboreny :: {5.1106,-1.91797,1.22539};
Land_HouseV_1I1 :: {-0.0283203,-2.12012,-2.82312};
Land_dulni_bs :: {1.72656,1.96484,-1.75205};
Land_dulni_bs :: {2.26367,-1.56348,-1.75205};
Land_HouseV_1L2 :: {-0.536133,4.53516,-3.54136};
Land_HouseV_1L2 :: {-0.538086,-5.60449,-1.34796};
Land_HouseBlock_A1_1 :: {-3.89551,0.787109,-4.73873};
Land_Barn_Metal :: {10.3779,-3.17578,5.58787};
Land_Barn_Metal :: {-1.90137,2.05273,10.0383};
Land_Barn_Metal :: {0.165039,-2.2793,-5.44214};
Land_a_stationhouse :: {1.90918,2.27344,-9.47058};
Land_a_stationhouse :: {-3.66602,-8.0791,-9.47058};
Land_a_stationhouse :: {-1.75586,-7.20605,-4.6489};
Land_a_stationhouse :: {-2.18555,-7.34473,-0.0437851};
Land_a_stationhouse :: {-1.66992,-6.69434,4.41139};
Land_sara_domek_vilka :: {-5.80859,-0.578613,-4.17358};
Land_Hlidac_budka :: {1.74414,0.932617,-0.783618};
Land_hruzdum :: {-1.56445,3.4834,-4.73356};
Land_hruzdum :: {-1.74609,1.28027,1.5932};
Land_hruzdum :: {2.47266,2.73438,1.5932};
